doc_id,url,source,language,rights,content_sha256,policy_version,final_stage,decision,reason,cluster_id,kept_id
synthetic-00267,https://fixture.invalid/00267,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00268,https://fixture.invalid/00268,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00269,https://fixture.invalid/00269,community,en,permission,2ecc8dc9f62219532cf7644bd2a8749566bba0efc73d44301a091081e001af8f,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,80,synthetic-00269
synthetic-00270,https://fixture.invalid/00270,reference,en,licensed,c8047f0cc4b137ab9a42e92ebb774565aa241f6866428abbc56248899abe2762,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,81,synthetic-00271
synthetic-00271,https://fixture.invalid/00271,reference,en,licensed,f76f8fc97eb5df788bacfd8782c6bbe79b95e89f6a99363b45cdd6cb4965fcb3,ch05-transparent-filter-v1,mixture,selected,source-quota,81,synthetic-00271
synthetic-00272,https://fixture.invalid/00272,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00273,https://fixture.invalid/00273,web,en,restricted,96ecaa3a4c25c767db60982721273d6a19b165f7eb7a713c786fc83f0299be58,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00274,https://fixture.invalid/00274,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00275,https://fixture.invalid/00275,library,en,public-domain,8f589b0ebc75f4a9a4759eb02949c3e3d64c16f5f0aa61a632911dfb8f487a3b,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,82,synthetic-00275
synthetic-00276,https://fixture.invalid/00276,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00277,https://fixture.invalid/00277,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00278,https://fixture.invalid/00278,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00279,https://fixture.invalid/00279,community,en,permission,368c99dd7fd0a79545b12563f915fd9762fc47695dbe536a95bad28d99d929b0,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,83,synthetic-00279
synthetic-00280,https://fixture.invalid/00280,reference,en,licensed,0d9a0606972dd1e30eeeb5cf99cd9039c30bbacc10e533792668c9270aa5d204,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,84,synthetic-00281
synthetic-00281,https://fixture.invalid/00281,reference,en,licensed,0d537584a00070c5f9b324c253a5f30cf4f3712267762bbcdd7b668bd32fbcc3,ch05-transparent-filter-v1,mixture,selected,source-quota,84,synthetic-00281
synthetic-00282,https://fixture.invalid/00282,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00283,https://fixture.invalid/00283,web,en,restricted,7feb3c2cd323abd98336816733b9b795aa6925217fb7912c1e86e836c70bf4b7,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00284,https://fixture.invalid/00284,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00285,https://fixture.invalid/00285,library,en,public-domain,7375d0ecb2d28cfb1ccbe93720f2bec408e0696366926e230533e2e1d1ac20cd,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,85,synthetic-00285
synthetic-00286,https://fixture.invalid/00286,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00287,https://fixture.invalid/00287,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00288,https://fixture.invalid/00288,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00289,https://fixture.invalid/00289,community,en,permission,9ae9b8ed72560a5f518e8ba9fa78bfa722960cd5883d7e2b1fbc2190f8dad4be,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,86,synthetic-00289
synthetic-00290,https://fixture.invalid/00290,reference,en,licensed,1cd4e42fd150a0a261910986890549b24b1a0ee09cd4a3420982fa959019ef72,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,87,synthetic-00291
synthetic-00291,https://fixture.invalid/00291,reference,en,licensed,15aae6dba8af945fe3080a5fe1890c3045c9cdcebadda1e5c43b660fd2303873,ch05-transparent-filter-v1,mixture,selected,source-quota,87,synthetic-00291
synthetic-00292,https://fixture.invalid/00292,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00293,https://fixture.invalid/00293,web,en,restricted,ca361500a40cd2ed72b6f30f8d4edba0c6942e2837d44103313c8f4cd03c3886,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00294,https://fixture.invalid/00294,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00295,https://fixture.invalid/00295,library,en,public-domain,037dd2ccb87e30255c614aeec0ff3aaa051d8cb127eb2bbd45d9b6736f04667a,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,88,synthetic-00295
synthetic-00296,https://fixture.invalid/00296,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00297,https://fixture.invalid/00297,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00298,https://fixture.invalid/00298,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00299,https://fixture.invalid/00299,community,en,permission,0cc1f03c900366ab9bb4682dd2ffde10a6cae3a1f1a9f2827a9af320b6ce8087,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,89,synthetic-00299
synthetic-00300,https://fixture.invalid/00300,reference,en,licensed,2050ff528d01387eb1282b4181c498a230eb078574e3e18108a0f5d059f0fddc,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,90,synthetic-00301
synthetic-00301,https://fixture.invalid/00301,reference,en,licensed,4688f85a92ebd7b1a2be45360f5cde0e3b7ec668f3d48260d3535763694e3e66,ch05-transparent-filter-v1,mixture,selected,source-quota,90,synthetic-00301
synthetic-00302,https://fixture.invalid/00302,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00303,https://fixture.invalid/00303,web,en,restricted,8b6edeb185faa7b5ab0261f25f596612a72d035a1c9800b1b9517c2cf1dfddce,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00304,https://fixture.invalid/00304,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00305,https://fixture.invalid/00305,library,en,public-domain,3e3fceabf577d1c66c6a67c1003917e3beebddda80d6d8250cea7fb3d39f0569,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,91,synthetic-00305
synthetic-00306,https://fixture.invalid/00306,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00307,https://fixture.invalid/00307,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00308,https://fixture.invalid/00308,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00309,https://fixture.invalid/00309,community,en,permission,d01c65d6de90341e1892faaf5064c3d33a37c07a0eba4e22fdb181084add3ef6,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,92,synthetic-00309
synthetic-00310,https://fixture.invalid/00310,reference,en,licensed,8883b7022eab04ad1dbb32cc42ad88e7e29ea062ecd163a301318a5cb7433950,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,93,synthetic-00311
synthetic-00311,https://fixture.invalid/00311,reference,en,licensed,8bf417231be4f1f66e208f4d02d700ddc8639d075e9ce17641af59f27193621d,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,93,synthetic-00311
synthetic-00312,https://fixture.invalid/00312,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00313,https://fixture.invalid/00313,web,en,restricted,a6a4332786377c8c8a08715aad5894823fe4797194c0805d113c4790c08589f2,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00314,https://fixture.invalid/00314,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00315,https://fixture.invalid/00315,library,en,public-domain,ccf34245cb13b16c0d572ce0f977b38e9fb712b25b4dcfc3fc837a3c60f48448,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,94,synthetic-00315
synthetic-00316,https://fixture.invalid/00316,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00317,https://fixture.invalid/00317,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00318,https://fixture.invalid/00318,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00319,https://fixture.invalid/00319,community,en,permission,2cd7c95d98cd805d0e7c280c591f3d2ba61a66fc604c6ac936c8e8d9c25e1727,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,95,synthetic-00319
synthetic-00320,https://fixture.invalid/00320,reference,en,licensed,f0827d2f23207322cfac98ff5644dd3c75334488f800a0c82f82773d1bf86fbc,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,96,synthetic-00321
synthetic-00321,https://fixture.invalid/00321,reference,en,licensed,65855ff886a6c6f6e5276bbc28dfd6c41bb62167dede82d80922571653a6bc42,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,96,synthetic-00321
synthetic-00322,https://fixture.invalid/00322,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00323,https://fixture.invalid/00323,web,en,restricted,ba8b1b3a4bb04d50f43610401b4ac314102139f225aaa4973c06389d41b1fc75,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00324,https://fixture.invalid/00324,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00325,https://fixture.invalid/00325,library,en,public-domain,5f05b1e75066a3bfe55f5c607cd853512d00d63561fb1be15d25df4fdde9e260,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,97,synthetic-00325
synthetic-00326,https://fixture.invalid/00326,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00327,https://fixture.invalid/00327,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00328,https://fixture.invalid/00328,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00329,https://fixture.invalid/00329,community,en,permission,d238a043ef6588d284dbc420d371fb92fe5cad5b1c380bf860ffc035d72867bd,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,98,synthetic-00329
synthetic-00330,https://fixture.invalid/00330,reference,en,licensed,262623dfcfac1445ec8956ee6cf9eb0a1499273c8babe7e4ddbd555189b356c4,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,99,synthetic-00331
synthetic-00331,https://fixture.invalid/00331,reference,en,licensed,356e7df089d31344cb5fe3a8166a57081fc8a20efc11b5cd4060de2f223300b9,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,99,synthetic-00331
synthetic-00332,https://fixture.invalid/00332,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00333,https://fixture.invalid/00333,web,en,restricted,5c5fc2a35a148797e2dce97204356a0e5f44d00577e6e37ec2591445386bf156,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00334,https://fixture.invalid/00334,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00335,https://fixture.invalid/00335,library,en,public-domain,48346c4b7bfa88f1a37b76badc361cd732b144677e407e850ecb621d78d76a97,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,100,synthetic-00335
synthetic-00336,https://fixture.invalid/00336,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00337,https://fixture.invalid/00337,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00338,https://fixture.invalid/00338,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00339,https://fixture.invalid/00339,community,en,permission,a363b9f8431ae94b627293c34eb8d2984d588ed108f7b06f91d4af70cfa8f7a1,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,101,synthetic-00339
synthetic-00340,https://fixture.invalid/00340,reference,en,licensed,13c96279b3d2a5e8e4a1b36f42ddf31ea26929e989fb51cecf0b85de2b05eddd,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,102,synthetic-00341
synthetic-00341,https://fixture.invalid/00341,reference,en,licensed,2d1bb57874a5fd45cb642bb74f57d64072e1733f77ea03b2555b5998c2ddd81c,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,102,synthetic-00341
synthetic-00342,https://fixture.invalid/00342,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00343,https://fixture.invalid/00343,web,en,restricted,504b9c3051fa06b5f3eea8e781f0c0d21be240281b528544ff4a1d04f5021511,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00344,https://fixture.invalid/00344,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00345,https://fixture.invalid/00345,library,en,public-domain,d0dc6450d226bbc598474427bcf6c4b00c11e86da2c0bc23d33332d10d0c165f,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,103,synthetic-00345
synthetic-00346,https://fixture.invalid/00346,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00347,https://fixture.invalid/00347,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00348,https://fixture.invalid/00348,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00349,https://fixture.invalid/00349,community,en,permission,e84e839a0c860b7968ba760c898e0a4a0fabb04bf7a2dd574d09fe706c9aba4d,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,104,synthetic-00349
synthetic-00350,https://fixture.invalid/00350,reference,en,licensed,a22ed46c7a20126554dba34d241abbb3649d8bfc6bc7b541c8c845b603c99bb3,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,105,synthetic-00351
synthetic-00351,https://fixture.invalid/00351,reference,en,licensed,528a7ef8f271281b09e9e1b24c78ba69b3eb968c70983271c46ca87ddd220f10,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,105,synthetic-00351
synthetic-00352,https://fixture.invalid/00352,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00353,https://fixture.invalid/00353,web,en,restricted,e7d0dc6e617ce63e94a0453791a914007501fdecbddf8137ddacd5c5cb6c31d1,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00354,https://fixture.invalid/00354,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00355,https://fixture.invalid/00355,library,en,public-domain,847482fd4c4ea51e2c154239e411b57fe4efc3f030860ff821b1a42d966b4209,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,106,synthetic-00355
synthetic-00356,https://fixture.invalid/00356,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00357,https://fixture.invalid/00357,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00358,https://fixture.invalid/00358,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00359,https://fixture.invalid/00359,community,en,permission,59d831f7957d07e72bc8f24c349d3339f8102e8197b02088caa552e87b57565a,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,107,synthetic-00359
synthetic-00360,https://fixture.invalid/00360,reference,en,licensed,25a07acd9347dea256ee59fb1bdc7f3fd2f87bf31f4c1fea4337a9dcfa95ac50,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,108,synthetic-00361
synthetic-00361,https://fixture.invalid/00361,reference,en,licensed,b4f20023753a33e4125654fa5ee6d98b1615f6db1525011b16b12c4d0e3aca55,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,108,synthetic-00361
synthetic-00362,https://fixture.invalid/00362,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00363,https://fixture.invalid/00363,web,en,restricted,0881e09680d3bc8f668f66d8d33a6c12a265a6537abfb0d34e4d86d18f26042a,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00364,https://fixture.invalid/00364,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00365,https://fixture.invalid/00365,library,en,public-domain,43d384184bfa0053e8cf57e5f379134ad997fd32ad4c21d3155f42f360934951,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,109,synthetic-00365
synthetic-00366,https://fixture.invalid/00366,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00367,https://fixture.invalid/00367,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00368,https://fixture.invalid/00368,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00369,https://fixture.invalid/00369,community,en,permission,a025cd7631ab16059c600ea3d8657fb42452b7025d4de8c2f6540cb1b2e6c59c,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,110,synthetic-00369
synthetic-00370,https://fixture.invalid/00370,reference,en,licensed,45aaac3351aec20dc431f646764c917f938d4b15cee2eea20146c4737bc48036,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,111,synthetic-00371
synthetic-00371,https://fixture.invalid/00371,reference,en,licensed,06c24ec12634fc7d4b2b459fd194aa99c93ddb9cca8698d696effb35f9b962d3,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,111,synthetic-00371
synthetic-00372,https://fixture.invalid/00372,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00373,https://fixture.invalid/00373,web,en,restricted,8a307b8190c3bf0a30ed8b3c25945c2a303157e62a37ff82950348dcb92a2b3d,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00374,https://fixture.invalid/00374,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00375,https://fixture.invalid/00375,library,en,public-domain,316a6d0616e97605dfa7ad936da5ab9f1328bfa5d059628595946337e19d0fc3,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,112,synthetic-00375
synthetic-00376,https://fixture.invalid/00376,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00377,https://fixture.invalid/00377,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00378,https://fixture.invalid/00378,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00379,https://fixture.invalid/00379,community,en,permission,a44a95125d2862b6554cb5ba9b564cc721433c5579dcdb32bbbc17e36d4c3d57,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,113,synthetic-00379
synthetic-00380,https://fixture.invalid/00380,reference,en,licensed,36899bfeabe46a8ef40ee2da1db1239998df1ce3c55e5d9adfa9dedfb3c3ad39,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,114,synthetic-00381
synthetic-00381,https://fixture.invalid/00381,reference,en,licensed,d08a49b853487192e6a0b43687bbcdfe40811dd6c8dbd88fc09fa8f570bf0aea,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,114,synthetic-00381
synthetic-00382,https://fixture.invalid/00382,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00383,https://fixture.invalid/00383,web,en,restricted,5cac5c94364bcf35adbcd20e2fe263b7987e94a8bde6870686134e9e0e35215a,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00384,https://fixture.invalid/00384,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00385,https://fixture.invalid/00385,library,en,public-domain,f14aed9594e048e6985262b800f8f13e25ee0cd3cb78c71414ed4f4e55f53f5d,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,115,synthetic-00385
synthetic-00386,https://fixture.invalid/00386,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00387,https://fixture.invalid/00387,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00388,https://fixture.invalid/00388,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00389,https://fixture.invalid/00389,community,en,permission,6a274651d98bd602579e1e57652fb013b1ad9f4ac3f64848fb2c0b411f91c5b3,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,116,synthetic-00389
synthetic-00390,https://fixture.invalid/00390,reference,en,licensed,94da2630686c25f6dcbbb3bf2aaa7da7cd290fc7fcd417d888dc7b574757b7cd,ch05-transparent-filter-v1,deduplication,rejected,near-duplicate,117,synthetic-00391
synthetic-00391,https://fixture.invalid/00391,reference,en,licensed,c62bb82b92c570a2e0f04e12c777ad964aa58197078a79c6a64077607d996417,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,117,synthetic-00391
synthetic-00392,https://fixture.invalid/00392,web,en,licensed,3c357afb0b88e7d4064069e044bfb7829f99802a211c96dee3a504fa55e69347,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00393,https://fixture.invalid/00393,web,en,restricted,8c40a7939bb5cd12242d586867c0599bce07552774b2e8d15f428bfaa21f6038,ch05-transparent-filter-v1,filter,rejected,rights-policy,,
synthetic-00394,https://fixture.invalid/00394,web,en,licensed,296120c46702d28e170e3210f9fde9fa5c2ba5547307bd3cff9f4bf403cef686,ch05-transparent-filter-v1,filter,rejected,low-alpha-ratio,,
synthetic-00395,https://fixture.invalid/00395,library,en,public-domain,bc5be34c62b5d9caf19e2eee1253b8feafd3983967bd83c8598226d5da5924da,ch05-transparent-filter-v1,mixture,eligible-not-selected,source-quota,118,synthetic-00395
synthetic-00396,https://fixture.invalid/00396,web,en,permission,7cbfd2dd7d7c9d009868ef17b148daae9e9578d83d4ad37902cc250e609347ce,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
synthetic-00397,https://fixture.invalid/00397,web,en,permission,cc139204a8c8a513038cad83b852c7060d5c75c45a4e34a95c2ad1c2d563094e,ch05-transparent-filter-v1,filter,rejected,too-short,,
synthetic-00398,https://fixture.invalid/00398,web,en,permission,c9a96baa9f33d96948185b9748d4c7adaf06f792b97aafc9780ff443100b6881,ch05-transparent-filter-v1,filter,rejected,line-repetition,,
